Country,Year,"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,People using at least basic drinking water services (% of population),Households with water 30 minutes or longer away round trip (%),Households with water less than 30 minutes away round trip (%),Households with water on the premises (%),People using safely managed drinking water services (% of population),"Population, total",Public private partnerships investment in water and sanitation (current US$),Investment in water and sanitation with private participation (current US$),Expected to give gifts to get a water connection (% of firms),Percent of firms expected to give gifts to get a water connection,Delay in obtaining a water connections (days),Number of water insufficiencies in a typical month,Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",worldbank IncomeGroup
Brazil,2001,0.0,0.0,0.0,93.9551571234893,0.0,0.0,0.0,0.0,177196054.0,26930000.0,26930000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2006,0.0,58.07,0.0,95.3318217554806,0.0,0.0,0.0,0.0,188167356.0,0.0,382600000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2007,1.02579049637873,0.0,0.0,95.5895831344556,0.0,0.0,0.0,0.0,190130443.0,140570000.0,140570000.0,0.0,0.0,0.0,0.0,29774.2955345662,5661.0,UMICs
Brazil,2008,0.0,0.0,0.0,95.8417912047794,0.0,0.0,0.0,0.0,192030362.0,828400000.0,828400000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2009,0.0,0.0,0.0,96.0881893887721,0.0,0.0,0.0,0.0,193886508.0,14800000.0,14800000.0,0.0,6.7,0.0,0.4,0.0,0.0,UMICs
Brazil,2010,0.0,74.78,0.0,96.3292558677852,0.0,0.0,0.0,0.0,195713635.0,230400000.0,230400000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2011,0.0,0.0,0.0,96.5664726031421,0.0,0.0,0.0,0.0,197514534.0,127500000.0,127500000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2012,1.32096802685038,0.0,0.0,96.7983889596518,0.0,0.0,0.0,0.0,199287296.0,4572800000.0,4572800000.0,0.0,0.0,0.0,0.0,28406.226155028,5661.0,UMICs
Brazil,2013,0.0,0.0,0.0,97.0248468579136,0.0,0.0,0.0,0.0,201035903.0,2947100000.0,2947100000.0,0.0,0.0,0.0,0.0,0.0,0.0,UMICs
Brazil,2014,1.32096802685038,0.0,1.323345,97.2463708000793,0.0,0.0,0.0,0.0,202763735.0,1786800000.0,1786800000.0,0.0,0.0,0.0,0.0,27919.193735507,5661.0,UMICs
